year_month,platform_name,media_type,avg_hours_per_user_per_month,monthly_active_users_millions,avg_sessions_per_user_per_month,retention_rate_pct,region
2018-07,CNN,Cable TV,31.1,0.98,2.4,0.6615,APAC
2018-08,CNN,Cable TV,31.16,0.85,2.5,0.641,North America
08/2018,CNN,Cable TV,31.16,0.85,2.5,64.1%,Europe
08/2018,CNN,Cable TV,31.16,0.85,2.5,0.641,APAC
2018-09,CNN,Cable TV,34.49,0.14,2.4,0.6121,North America
2018-09,CNN,Cable TV,34.49,0.14,2.4,0.6121,Europe
2018-09,CNN,Cable TV,34.49,0.14,2.4,0.6121,APAC
10/2018,CNN,Cable TV,34.04,0.4,2.6,0.6049,North America
10/2018,CNN,Cable TV,34.04,0.4,2.6,0.6049,Europe
2018-10,CNN,Cable TV,34.04,0.4,2.6,0.6049,APAC
2018-11,CNN,Cable TV,32.27,0.53,2.4,0.6241,North America
2018-11,CNN,Cable TV,32.27,0.53,2.4,62.4%,Europe
2018-11,CNN,Cable TV,32.27,0.53,2.4,0.6241,APAC
12/2018,CNN,Cable TV,31.93,0.67,2.1,63.8%,North America
2018-12,CNN,Cable TV,31.93,0.67,2.1,0.6379,Europe
2018-12,CNN,Cable TV,31.93,0.67,2.1,0.6379,APAC
2019-01,CNN,Cable TV,29.93,0.52,2.4,0.6294,North America
2019-01,CNN,Cable TV,29.93,0.52,2.4,0.6294,Europe
2019-01,CNN,Cable TV,29.93,0.52,2.4,62.9%,APAC
2019-02,CNN,Cable TV,33.17,0.3,2.6,0.6315,North America
2019-02,CNN,Cable TV,33.17,0.3,2.6,0.6315,Europe
2019-02,CNN,Cable TV,33.17,0.3,2.6,0.6315,APAC
2019-03,CNN,Cable TV,35.21,0.71,2.3,63.3%,North America
2019-03,CNN,Cable TV,35.21,0.71,2.3,0.6332,Europe
2019-03,CNN,Cable TV,35.21,0.71,2.3,0.6332,APAC
2019-04,CNN,Cable TV,26.65,1.1,2.6,0.6289,North America
2019-04,CNN,Cable TV,26.65,1.1,2.6,0.6289,Europe
2019-04,CNN,Cable TV,26.65,1.1,2.6,0.6289,APAC
2019-05,CNN,Cable TV,28.61,1.0,2.6,0.6467,North America
2019-05,CNN,Cable TV,28.61,1.0,2.6,0.6467,Europe
2019-05,CNN,Cable TV,28.61,1.0,2.6,0.6467,APAC
2019-06,CNN,Cable TV,31.84,0.84,2.7,61.1%,North America
2019-06,CNN,Cable TV,31.84,0.84,2.7,0.6113,Europe
2019-06,CNN,Cable TV,31.84,0.84,2.7,0.6113,APAC
2019-07,CNN,Cable TV,30.0,0.99,2.4,0.6104,North America
2019-07,CNN,Cable TV,30.0,0.99,2.4,0.6104,Europe
2019-07,CNN,Cable TV,30.0,0.99,2.4,0.6104,APAC
2019-08,CNN,Cable TV,34.02,0.73,2.5,0.6395,North America
2019-08,CNN,Cable TV,34.02,0.73,2.5,64.0%,Europe
2019-08,CNN,Cable TV,34.02,0.73,2.5,0.6395,APAC
2019-09,CNN,Cable TV,27.4,1.1,2.6,0.6181,North America
2019-09,CNN,Cable TV,27.4,1.1,2.6,0.6181,Europe
2019-09,CNN,Cable TV,27.4,1.1,2.6,61.8%,APAC
2019-10,CNN,Cable TV,31.06,0.37,2.8,0.6246,North America
2019-10,CNN,Cable TV,31.06,0.37,2.8,0.6246,Europe
2019-10,CNN,Cable TV,31.06,0.37,2.8,0.6246,APAC
2019-11,CNN,Cable TV,31.93,0.81,2.5,0.6328,North America
2019-11,CNN,Cable TV,31.93,0.81,2.5,63.3%,Europe
2019-11,CNN,Cable TV,31.93,0.81,2.5,0.6328,APAC
2019-12,CNN,Cable TV,31.29,0.5,2.6,0.6233,North America
2019-12,CNN,Cable TV,31.29,0.5,2.6,0.6233,Europe
2019-12,CNN,Cable TV,31.29,0.5,2.6,0.6233,APAC
2020-01,CNN,Cable TV,29.13,1.25,2.4,0.6191,North America
2020-01,CNN,Cable TV,29.13,1.25,2.4,0.6191,Europe
2020-01,CNN,Cable TV,29.13,1.25,2.4,0.6191,APAC
2020-02,CNN,Cable TV,32.73,0.73,2.5,0.6266,North America
2020-02,CNN,Cable TV,32.73,0.73,2.5,62.7%,Europe
02/2020,CNN,Cable TV,32.73,0.73,2.5,0.6266,APAC
2020-03,CNN,Cable TV,30.54,0.96,2.3,0.6209,North America
03/2020,CNN,Cable TV,30.54,0.96,2.3,0.6209,Europe
2020-03,CNN,Cable TV,30.54,0.96,2.3,0.6209,APAC
04/2020,CNN,Cable TV,28.35,1.09,2.4,61.6%,North America
2020-04,CNN,Cable TV,28.35,1.09,2.4,0.6157,Europe
2020-04,CNN,Cable TV,28.35,1.09,2.4,0.6157,APAC
2020-05,CNN,Cable TV,27.8,0.48,2.5,0.5958,North America
2020-05,CNN,Cable TV,27.8,0.48,2.5,0.5958,Europe
2020-05,CNN,Cable TV,27.8,0.48,2.5,0.5958,APAC
2020-06,CNN,Cable TV,29.25,0.52,2.5,0.6143,North America
2020-06,CNN,Cable TV,29.25,0.52,2.5,0.6143,Europe
2020-06,CNN,Cable TV,29.25,0.52,2.5,0.6143,APAC
2020-07,CNN,Cable TV,34.57,0.35,2.6,0.6256,North America
2020-07,CNN,Cable TV,34.57,0.35,2.6,0.6256,Europe
2020-07,CNN,Cable TV,34.57,0.35,2.6,0.6256,APAC
2020-08,CNN,Cable TV,28.75,0.86,2.5,0.6084,North America
2020-08,CNN,Cable TV,28.75,0.86,2.5,0.6084,Europe
2020-08,CNN,Cable TV,28.75,0.86,2.5,60.8%,APAC
2020-09,CNN,Cable TV,33.26,0.98,2.4,61.7%,North America
2020-09,CNN,Cable TV,33.26,0.98,2.4,0.6171,Europe
2020-09,CNN,Cable TV,33.26,0.98,2.4,61.7%,APAC
2020-10,CNN,Cable TV,27.2,0.73,2.3,0.6231,North America
10/2020,CNN,Cable TV,27.2,0.73,2.3,0.6231,Europe
2020-10,CNN,Cable TV,27.2,0.73,2.3,0.6231,APAC
2020-11,CNN,Cable TV,27.99,0.83,2.4,0.6002,North America
11/2020,CNN,Cable TV,27.99,0.83,2.4,0.6002,Europe
2020-11,CNN,Cable TV,27.99,0.83,2.4,0.6002,APAC
2020-12,CNN,Cable TV,29.18,0.38,2.6,0.5993,North America
2020-12,CNN,Cable TV,29.18,0.38,2.6,59.9%,Europe
2020-12,CNN,Cable TV,29.18,0.38,2.6,0.5993,APAC
2021-01,CNN,Cable TV,27.35,0.3,2.6,0.6017,North America
2021-01,CNN,Cable TV,27.35,0.3,2.6,0.6017,Europe
2021-01,CNN,Cable TV,27.35,0.3,2.6,60.2%,APAC
2021-02,CNN,Cable TV,29.5,0.64,2.3,0.6074,North America
2021-02,CNN,Cable TV,29.5,0.64,2.3,0.6074,Europe
2021-02,CNN,Cable TV,29.5,0.64,2.3,0.6074,APAC
2021-03,CNN,Cable TV,30.81,0.89,2.6,60.2%,North America
03/2021,CNN,Cable TV,30.81,0.89,2.6,0.6019,Europe
2021-03,CNN,Cable TV,30.81,0.89,2.6,0.6019,APAC
2021-04,CNN,Cable TV,27.5,1.11,2.5,0.6065,North America
2021-04,CNN,Cable TV,27.5,1.11,2.5,0.6065,Europe
04/2021,CNN,Cable TV,27.5,1.11,2.5,60.7%,APAC
2021-05,CNN,Cable TV,29.64,0.74,2.4,0.6162,North America
2021-05,CNN,Cable TV,29.64,0.74,2.4,0.6162,Europe
2021-05,CNN,Cable TV,29.64,0.74,2.4,0.6162,APAC
2021-06,CNN,Cable TV,28.08,1.08,2.6,0.597,North America
06/2021,CNN,Cable TV,28.08,1.08,2.6,0.597,Europe
2021-06,CNN,Cable TV,28.08,1.08,2.6,0.597,APAC
2021-07,CNN,Cable TV,32.94,0.65,2.4,0.6088,North America
2021-07,CNN,Cable TV,32.94,0.65,2.4,0.6088,Europe
2021-07,CNN,Cable TV,32.94,0.65,2.4,0.6088,APAC
2021-08,CNN,Cable TV,30.98,0.82,2.4,0.6057,North America
2021-08,CNN,Cable TV,30.98,0.82,2.4,60.6%,Europe
2021-08,CNN,Cable TV,30.98,0.82,2.4,0.6057,APAC
09/2021,CNN,Cable TV,26.08,0.91,2.5,57.9%,North America
09/2021,CNN,Cable TV,26.08,0.91,2.5,57.9%,Europe
2021-09,CNN,Cable TV,26.08,0.91,2.5,0.5794,APAC
2021-10,CNN,Cable TV,31.21,0.81,2.6,0.6185,North America
2021-10,CNN,Cable TV,31.21,0.81,2.6,0.6185,Europe
2021-10,CNN,Cable TV,31.21,0.81,2.6,0.6185,APAC
2021-11,CNN,Cable TV,27.95,0.76,2.3,0.5975,North America
2021-11,CNN,Cable TV,27.95,0.76,2.3,0.5975,Europe
2021-11,CNN,Cable TV,27.95,0.76,2.3,0.5975,APAC
2021-12,CNN,Cable TV,27.31,0.58,2.5,0.5766,North America
2021-12,CNN,Cable TV,27.31,0.58,2.5,0.5766,Europe
12/2021,CNN,Cable TV,27.31,0.58,2.5,57.7%,APAC
2022-01,CNN,Cable TV,28.62,0.25,2.6,60.0%,North America
2022-01,CNN,Cable TV,28.62,0.25,2.6,0.6,Europe
2022-01,CNN,Cable TV,28.62,0.25,2.6,0.6,APAC
2022-02,CNN,Cable TV,29.5,0.65,2.6,60.1%,North America
2022-02,CNN,Cable TV,29.5,0.65,2.6,0.6009,Europe
2022-02,CNN,Cable TV,29.5,0.65,2.6,0.6009,APAC
2022-03,CNN,Cable TV,29.59,0.49,2.6,0.5968,North America
03/2022,CNN,Cable TV,29.59,0.49,2.6,59.7%,Europe
2022-03,CNN,Cable TV,29.59,0.49,2.6,59.7%,APAC
2022-04,CNN,Cable TV,27.72,1.37,2.5,0.5877,North America
2022-04,CNN,Cable TV,27.72,1.37,2.5,0.5877,Europe
2022-04,CNN,Cable TV,27.72,1.37,2.5,0.5877,APAC
2022-05,CNN,Cable TV,27.5,0.8,2.4,0.5746,North America
2022-05,CNN,Cable TV,27.5,0.8,2.4,0.5746,Europe
05/2022,CNN,Cable TV,27.5,0.8,2.4,0.5746,APAC
2022-06,CNN,Cable TV,26.59,0.77,2.6,0.6009,North America
06/2022,CNN,Cable TV,26.59,0.77,2.6,0.6009,Europe
2022-06,CNN,Cable TV,26.59,0.77,2.6,0.6009,APAC
2022-07,CNN,Cable TV,23.96,1.34,2.4,0.593,North America
2022-07,CNN,Cable TV,23.96,1.34,2.4,59.3%,Europe
07/2022,CNN,Cable TV,23.96,1.34,2.4,0.593,APAC
2022-08,CNN,Cable TV,28.94,0.78,2.5,0.5823,North America
2022-08,CNN,Cable TV,28.94,0.78,2.5,0.5823,Europe
08/2022,CNN,Cable TV,28.94,0.78,2.5,0.5823,APAC
2022-09,CNN,Cable TV,27.35,0.6,2.3,0.5811,North America
2022-09,CNN,Cable TV,27.35,0.6,2.3,0.5811,Europe
2022-09,CNN,Cable TV,27.35,0.6,2.3,0.5811,APAC
2022-10,CNN,Cable TV,28.78,0.9,2.6,0.5921,North America
10/2022,CNN,Cable TV,28.78,0.9,2.6,0.5921,Europe
2022-10,CNN,Cable TV,28.78,0.9,2.6,59.2%,APAC
11/2022,CNN,Cable TV,29.07,0.56,2.3,0.5944,North America
2022-11,CNN,Cable TV,29.07,0.56,2.3,0.5944,Europe
2022-11,CNN,Cable TV,29.07,0.56,2.3,0.5944,APAC
2022-12,CNN,Cable TV,26.55,0.43,2.6,59.6%,North America
2022-12,CNN,Cable TV,26.55,0.43,2.6,59.6%,Europe
2022-12,CNN,Cable TV,26.55,0.43,2.6,0.5958,APAC
2023-01,CNN,Cable TV,29.25,1.03,2.5,0.5752,North America
01/2023,CNN,Cable TV,29.25,1.03,2.5,0.5752,Europe
2023-01,CNN,Cable TV,29.25,1.03,2.5,0.5752,APAC
2023-02,CNN,Cable TV,27.96,0.96,2.5,0.5818,North America
02/2023,CNN,Cable TV,27.96,0.96,2.5,0.5818,Europe
2023-02,CNN,Cable TV,27.96,0.96,2.5,0.5818,APAC
2023-03,CNN,Cable TV,29.22,0.97,2.5,0.5753,North America
2023-03,CNN,Cable TV,29.22,0.97,2.5,0.5753,Europe
2023-03,CNN,Cable TV,29.22,0.97,2.5,0.5753,APAC
2023-04,CNN,Cable TV,25.95,0.1,2.6,0.583,North America
2023-04,CNN,Cable TV,25.95,0.1,2.6,0.583,Europe
04/2023,CNN,Cable TV,25.95,0.1,2.6,0.583,APAC
2023-05,CNN,Cable TV,28.52,0.12,2.2,0.5765,North America
2023-05,CNN,Cable TV,28.52,0.12,2.2,57.6%,Europe
2023-05,CNN,Cable TV,28.52,0.12,2.2,0.5765,APAC
2023-06,CNN,Cable TV,30.67,0.37,2.6,0.5916,North America
2023-06,CNN,Cable TV,30.67,0.37,2.6,0.5916,Europe
2023-06,CNN,Cable TV,30.67,0.37,2.6,59.2%,APAC
07/2023,CNN,Cable TV,26.06,0.35,2.4,0.5815,North America
2023-07,CNN,Cable TV,26.06,0.35,2.4,0.5815,Europe
2023-07,CNN,Cable TV,26.06,0.35,2.4,58.2%,APAC
08/2023,CNN,Cable TV,27.99,0.55,2.2,55.9%,North America
08/2023,CNN,Cable TV,27.99,0.55,2.2,0.5592,Europe
08/2023,CNN,Cable TV,27.99,0.55,2.2,0.5592,APAC
2023-09,CNN,Cable TV,28.17,0.52,2.6,0.5705,North America
2023-09,CNN,Cable TV,28.17,0.52,2.6,57.0%,Europe
2023-09,CNN,Cable TV,28.17,0.52,2.6,57.0%,APAC
2023-10,CNN,Cable TV,30.0,0.6,2.6,57.2%,North America
2023-10,CNN,Cable TV,30.0,0.6,2.6,0.5716,Europe
10/2023,CNN,Cable TV,30.0,0.6,2.6,0.5716,APAC
2023-11,CNN,Cable TV,24.87,0.75,2.6,0.5795,North America
2023-11,CNN,Cable TV,24.87,0.75,2.6,0.5795,Europe
2023-11,CNN,Cable TV,24.87,0.75,2.6,0.5795,APAC
2023-12,CNN,Cable TV,23.64,0.45,2.5,0.5642,North America
2023-12,CNN,Cable TV,23.64,0.45,2.5,56.4%,Europe
2023-12,CNN,Cable TV,23.64,0.45,2.5,0.5642,APAC
2024-01,CNN,Cable TV,28.4,1.13,2.4,56.7%,North America
2024-01,CNN,Cable TV,28.4,1.13,2.4,56.7%,Europe
01/2024,CNN,Cable TV,28.4,1.13,2.4,56.7%,APAC
2024-02,CNN,Cable TV,29.67,0.76,2.5,0.5837,North America
2024-02,CNN,Cable TV,29.67,0.76,2.5,0.5837,Europe
2024-02,CNN,Cable TV,29.67,0.76,2.5,0.5837,APAC
2024-03,CNN,Cable TV,24.99,0.27,2.6,0.5545,North America
2024-03,CNN,Cable TV,24.99,0.27,2.6,0.5545,Europe
2024-03,CNN,Cable TV,24.99,0.27,2.6,0.5545,APAC
2024-04,CNN,Cable TV,29.61,1.22,2.6,57.7%,North America
04/2024,CNN,Cable TV,29.61,1.22,2.6,57.7%,Europe
04/2024,CNN,Cable TV,29.61,1.22,2.6,0.5774,APAC
2024-05,CNN,Cable TV,26.0,0.32,2.6,0.5765,North America
2024-05,CNN,Cable TV,26.0,0.32,2.6,0.5765,Europe
2024-05,CNN,Cable TV,26.0,0.32,2.6,0.5765,APAC
2024-06,CNN,Cable TV,27.3,0.78,2.7,57.0%,North America
2024-06,CNN,Cable TV,27.3,0.78,2.7,0.5702,Europe
2024-06,CNN,Cable TV,27.3,0.78,2.7,57.0%,APAC
2024-07,CNN,Cable TV,29.61,0.82,2.6,57.4%,North America
2024-07,CNN,Cable TV,29.61,0.82,2.6,0.5745,Europe
2024-07,CNN,Cable TV,29.61,0.82,2.6,0.5745,APAC
2024-08,CNN,Cable TV,26.03,0.88,2.6,0.5511,North America
2024-08,CNN,Cable TV,26.03,0.88,2.6,0.5511,Europe
08/2024,CNN,Cable TV,26.03,0.88,2.6,55.1%,APAC
2024-09,CNN,Cable TV,24.49,0.74,2.6,0.5555,North America
2024-09,CNN,Cable TV,24.49,0.74,2.6,0.5555,Europe
2024-09,CNN,Cable TV,24.49,0.74,2.6,0.5555,APAC
2024-10,CNN,Cable TV,26.74,0.17,2.4,0.5672,North America
2024-10,CNN,Cable TV,26.74,0.17,2.4,0.5672,Europe
2024-10,CNN,Cable TV,26.74,0.17,2.4,0.5672,APAC
2024-11,CNN,Cable TV,28.5,0.65,2.4,0.566,North America
2024-11,CNN,Cable TV,28.5,0.65,2.4,0.566,Europe
2024-11,CNN,Cable TV,28.5,0.65,2.4,0.566,APAC
2024-12,CNN,Cable TV,25.49,0.51,2.7,57.0%,North America
2024-12,CNN,Cable TV,25.49,0.51,2.7,0.5696,Europe
2024-12,CNN,Cable TV,25.49,0.51,2.7,0.5696,APAC
2015-01,NPR Morning Edition,Radio,8.39,13.32,4.7,0.7583,North America
01/2015,NPR Morning Edition,Radio,8.39,13.32,4.7,0.7583,Europe
2015-01,NPR Morning Edition,Radio,8.39,13.32,4.7,0.7583,APAC
2015-04,NPR Morning Edition,Radio,8.02,12.48,5.1,0.7612,North America
2015-04,NPR Morning Edition,Radio,8.02,12.48,5.1,0.7612,Europe
04/2015,NPR Morning Edition,Radio,8.02,12.48,5.1,0.7612,APAC
2015-05,NPR Morning Edition,Radio,9.49,12.96,5.1,0.7829,North America
2015-05,NPR Morning Edition,Radio,9.49,12.96,5.1,0.7829,Europe
2015-05,NPR Morning Edition,Radio,9.49,12.96,5.1,0.7829,APAC
2015-06,NPR Morning Edition,Radio,11.22,12.78,5.3,0.7631,North America
2015-06,NPR Morning Edition,Radio,11.22,12.78,5.3,0.7631,Europe
2015-06,NPR Morning Edition,Radio,11.22,12.78,5.3,76.3%,APAC
2015-07,NPR Morning Edition,Radio,8.7,12.49,4.8,0.7722,North America
07/2015,NPR Morning Edition,Radio,8.7,12.49,4.8,0.7722,Europe
2015-07,NPR Morning Edition,Radio,8.7,12.49,4.8,0.7722,APAC
2015-08,NPR Morning Edition,Radio,9.03,12.83,4.8,77.6%,North America
08/2015,NPR Morning Edition,Radio,9.03,12.83,4.8,0.7765,Europe
2015-08,NPR Morning Edition,Radio,9.03,12.83,4.8,77.6%,APAC
2015-09,NPR Morning Edition,Radio,8.86,13.01,5.5,0.777,North America
09/2015,NPR Morning Edition,Radio,8.86,13.01,5.5,77.7%,Europe
2015-09,NPR Morning Edition,Radio,8.86,13.01,5.5,0.777,APAC
10/2015,NPR Morning Edition,Radio,12.18,12.99,5.2,0.7571,North America
2015-10,NPR Morning Edition,Radio,12.18,12.99,5.2,0.7571,Europe
2015-10,NPR Morning Edition,Radio,12.18,12.99,5.2,75.7%,APAC
2015-11,NPR Morning Edition,Radio,9.69,12.44,5.2,0.7717,North America
2015-11,NPR Morning Edition,Radio,9.69,12.44,5.2,0.7717,Europe
2015-11,NPR Morning Edition,Radio,9.69,12.44,5.2,0.7717,APAC
2015-12,NPR Morning Edition,Radio,10.78,12.31,4.8,0.7764,North America
2015-12,NPR Morning Edition,Radio,10.78,12.31,4.8,0.7764,Europe
2015-12,NPR Morning Edition,Radio,10.78,12.31,4.8,77.6%,APAC
01/2016,NPR Morning Edition,Radio,10.19,12.44,5.2,0.7658,North America
2016-01,NPR Morning Edition,Radio,10.19,12.44,5.2,0.7658,Europe
2016-01,NPR Morning Edition,Radio,10.19,12.44,5.2,76.6%,APAC
02/2016,NPR Morning Edition,Radio,7.66,13.08,4.9,0.7488,North America
2016-02,NPR Morning Edition,Radio,7.66,13.08,4.9,0.7488,Europe
2016-02,NPR Morning Edition,Radio,7.66,13.08,4.9,0.7488,APAC
2016-03,NPR Morning Edition,Radio,10.46,12.63,5.0,0.765,North America
2016-03,NPR Morning Edition,Radio,10.46,12.63,5.0,76.5%,Europe
2016-03,NPR Morning Edition,Radio,10.46,12.63,5.0,0.765,APAC
04/2016,NPR Morning Edition,Radio,10.52,12.35,5.2,0.7789,North America
2016-04,NPR Morning Edition,Radio,10.52,12.35,5.2,0.7789,Europe
2016-04,NPR Morning Edition,Radio,10.52,12.35,5.2,0.7789,APAC
2016-05,NPR Morning Edition,Radio,11.43,12.09,4.9,0.7632,North America
2016-05,NPR Morning Edition,Radio,11.43,12.09,4.9,76.3%,Europe
2016-05,NPR Morning Edition,Radio,11.43,12.09,4.9,0.7632,APAC
2016-06,NPR Morning Edition,Radio,7.65,12.45,5.2,0.7576,North America
2016-06,NPR Morning Edition,Radio,7.65,12.45,5.2,0.7576,Europe
2016-06,NPR Morning Edition,Radio,7.65,12.45,5.2,0.7576,APAC
2016-07,NPR Morning Edition,Radio,7.5,12.81,5.1,0.753,North America
2016-07,NPR Morning Edition,Radio,7.5,12.81,5.1,0.753,Europe
2016-07,NPR Morning Edition,Radio,7.5,12.81,5.1,0.753,APAC
2016-08,NPR Morning Edition,Radio,11.2,12.09,4.7,77.0%,North America
08/2016,NPR Morning Edition,Radio,11.2,12.09,4.7,77.0%,Europe
2016-08,NPR Morning Edition,Radio,11.2,12.09,4.7,0.7695,APAC
09/2016,NPR Morning Edition,Radio,12.5,12.22,4.9,0.754,North America
2016-09,NPR Morning Edition,Radio,12.5,12.22,4.9,75.4%,Europe
09/2016,NPR Morning Edition,Radio,12.5,12.22,4.9,0.754,APAC
2016-10,NPR Morning Edition,Radio,11.2,12.01,4.9,0.7515,North America
2016-10,NPR Morning Edition,Radio,11.2,12.01,4.9,75.2%,Europe
2016-10,NPR Morning Edition,Radio,11.2,12.01,4.9,0.7515,APAC
2016-11,NPR Morning Edition,Radio,7.21,12.69,5.2,0.7523,North America
2016-11,NPR Morning Edition,Radio,7.21,12.69,5.2,0.7523,Europe
2016-11,NPR Morning Edition,Radio,7.21,12.69,5.2,0.7523,APAC
2016-12,NPR Morning Edition,Radio,9.96,11.81,5.2,0.7569,North America
2016-12,NPR Morning Edition,Radio,9.96,11.81,5.2,75.7%,Europe
2016-12,NPR Morning Edition,Radio,9.96,11.81,5.2,0.7569,APAC
2017-01,NPR Morning Edition,Radio,9.14,12.42,5.2,0.7662,North America
2017-01,NPR Morning Edition,Radio,9.14,12.42,5.2,0.7662,Europe
2017-01,NPR Morning Edition,Radio,9.14,12.42,5.2,0.7662,APAC
2017-02,NPR Morning Edition,Radio,8.58,11.7,5.0,0.7489,North America
2017-02,NPR Morning Edition,Radio,8.58,11.7,5.0,0.7489,Europe
2017-02,NPR Morning Edition,Radio,8.58,11.7,5.0,74.9%,APAC
2017-03,NPR Morning Edition,Radio,10.57,11.33,5.0,75.4%,North America
2017-03,NPR Morning Edition,Radio,10.57,11.33,5.0,0.7539,Europe
2017-03,NPR Morning Edition,Radio,10.57,11.33,5.0,75.4%,APAC
2017-04,NPR Morning Edition,Radio,8.9,12.33,5.3,0.7572,North America
04/2017,NPR Morning Edition,Radio,8.9,12.33,5.3,0.7572,Europe
2017-04,NPR Morning Edition,Radio,8.9,12.33,5.3,0.7572,APAC
2017-05,NPR Morning Edition,Radio,9.01,12.19,5.3,76.8%,North America
2017-05,NPR Morning Edition,Radio,9.01,12.19,5.3,0.7684,Europe
2017-05,NPR Morning Edition,Radio,9.01,12.19,5.3,0.7684,APAC
2017-06,NPR Morning Edition,Radio,7.24,11.79,5.1,0.7475,North America
06/2017,NPR Morning Edition,Radio,7.24,11.79,5.1,74.8%,Europe
2017-06,NPR Morning Edition,Radio,7.24,11.79,5.1,0.7475,APAC
2017-07,NPR Morning Edition,Radio,10.77,11.58,4.5,75.1%,North America
2017-07,NPR Morning Edition,Radio,10.77,11.58,4.5,75.1%,Europe
2017-07,NPR Morning Edition,Radio,10.77,11.58,4.5,0.7507,APAC
2017-08,NPR Morning Edition,Radio,12.26,11.64,4.9,0.7496,North America
2017-08,NPR Morning Edition,Radio,12.26,11.64,4.9,0.7496,Europe
2017-08,NPR Morning Edition,Radio,12.26,11.64,4.9,0.7496,APAC
2017-09,NPR Morning Edition,Radio,11.65,10.9,5.0,0.7478,North America
2017-09,NPR Morning Edition,Radio,11.65,10.9,5.0,0.7478,Europe
2017-09,NPR Morning Edition,Radio,11.65,10.9,5.0,0.7478,APAC
2017-10,NPR Morning Edition,Radio,8.43,12.23,5.2,0.7381,North America
2017-10,NPR Morning Edition,Radio,8.43,12.23,5.2,0.7381,Europe
2017-10,NPR Morning Edition,Radio,8.43,12.23,5.2,0.7381,APAC
2017-11,NPR Morning Edition,Radio,10.03,12.05,4.8,0.7393,North America
2017-11,NPR Morning Edition,Radio,10.03,12.05,4.8,73.9%,Europe
2017-11,NPR Morning Edition,Radio,10.03,12.05,4.8,0.7393,APAC
12/2017,NPR Morning Edition,Radio,11.49,11.76,4.9,73.0%,North America
2017-12,NPR Morning Edition,Radio,11.49,11.76,4.9,0.7296,Europe
2017-12,NPR Morning Edition,Radio,11.49,11.76,4.9,0.7296,APAC
2018-01,NPR Morning Edition,Radio,10.05,11.85,4.3,0.7372,North America
2018-01,NPR Morning Edition,Radio,10.05,11.85,4.3,0.7372,Europe
2018-01,NPR Morning Edition,Radio,10.05,11.85,4.3,0.7372,APAC
2018-02,NPR Morning Edition,Radio,10.31,11.19,4.3,0.7228,North America
2018-02,NPR Morning Edition,Radio,10.31,11.19,4.3,0.7228,Europe
2018-02,NPR Morning Edition,Radio,10.31,11.19,4.3,0.7228,APAC
03/2018,NPR Morning Edition,Radio,10.87,11.56,5.3,74.0%,North America
2018-03,NPR Morning Edition,Radio,10.87,11.56,5.3,74.0%,Europe
2018-03,NPR Morning Edition,Radio,10.87,11.56,5.3,0.7397,APAC
04/2018,NPR Morning Edition,Radio,10.49,11.96,5.0,0.7271,North America
2018-04,NPR Morning Edition,Radio,10.49,11.96,5.0,0.7271,Europe
2018-04,NPR Morning Edition,Radio,10.49,11.96,5.0,0.7271,APAC
2018-05,NPR Morning Edition,Radio,5.97,11.37,5.2,0.7375,North America
2018-05,NPR Morning Edition,Radio,5.97,11.37,5.2,73.8%,Europe
2018-05,NPR Morning Edition,Radio,5.97,11.37,5.2,73.8%,APAC
2018-06,NPR Morning Edition,Radio,9.27,11.59,5.5,0.746,North America
2018-06,NPR Morning Edition,Radio,9.27,11.59,5.5,0.746,Europe
2018-06,NPR Morning Edition,Radio,9.27,11.59,5.5,0.746,APAC
07/2018,NPR Morning Edition,Radio,8.53,11.08,4.8,0.7405,North America
07/2018,NPR Morning Edition,Radio,8.53,11.08,4.8,0.7405,Europe
2018-07,NPR Morning Edition,Radio,8.53,11.08,4.8,0.7405,APAC
2018-08,NPR Morning Edition,Radio,12.1,11.24,4.9,0.7313,North America
08/2018,NPR Morning Edition,Radio,12.1,11.24,4.9,0.7313,Europe
2018-08,NPR Morning Edition,Radio,12.1,11.24,4.9,0.7313,APAC
2018-09,NPR Morning Edition,Radio,10.56,11.24,5.4,0.7296,North America
2018-09,NPR Morning Edition,Radio,10.56,11.24,5.4,0.7296,Europe
2018-09,NPR Morning Edition,Radio,10.56,11.24,5.4,0.7296,APAC
2018-10,NPR Morning Edition,Radio,7.39,11.26,4.6,0.7415,North America
2018-10,NPR Morning Edition,Radio,7.39,11.26,4.6,0.7415,Europe
2018-10,NPR Morning Edition,Radio,7.39,11.26,4.6,0.7415,APAC
2018-11,NPR Morning Edition,Radio,10.04,10.89,4.8,0.7422,North America
2018-11,NPR Morning Edition,Radio,10.04,10.89,4.8,0.7422,Europe
2018-11,NPR Morning Edition,Radio,10.04,10.89,4.8,0.7422,APAC
2018-12,NPR Morning Edition,Radio,10.45,11.5,5.1,0.7416,North America
2018-12,NPR Morning Edition,Radio,10.45,11.5,5.1,0.7416,Europe
2018-12,NPR Morning Edition,Radio,10.45,11.5,5.1,0.7416,APAC
2019-01,NPR Morning Edition,Radio,8.58,10.96,4.8,0.7467,North America
2019-01,NPR Morning Edition,Radio,8.58,10.96,4.8,0.7467,Europe
2019-01,NPR Morning Edition,Radio,8.58,10.96,4.8,0.7467,APAC
02/2019,NPR Morning Edition,Radio,6.95,11.29,4.8,0.723,North America
2019-02,NPR Morning Edition,Radio,6.95,11.29,4.8,0.723,Europe
