survey_year,respondent_id,switched_from,switched_to,primary_switch_reason,secondary_switch_reason,age_group,region,household_income_bracket,satisfaction_score
2019,11851,Broadcast,Hulu,Convenience,,25-34,Midwest,<$35K,8.0
2019,10651,satellite radio,Apple TV+,Bundling,,35-44,South,<$35K,6.17
2019,11059,Cable,Max,Bundling,Bundling,55+,West,$75K-$150K,4.0
2019,10324,newspaper,Paramount+,Content Selection,Content Selection,25-34,Northeast,$35K-$75K,5.0
2019,10473,Cable TV,Netflix,Content Selection,,45-54,West,>$150K,6.0
2019,11454,Network TV,Paramount+,Convenience,Bundling,35-44,Northeast,$35K-$75K,9.0
2019,11640,print media,Peacock,Bundling,Device Availability,35-44,Northeast,>$150K,6.0
2019,10258,Print Media,Peacock,Content Selection,,25-34,West,$75K-$150K,6.0
2019,11032,Cable television,Apple TV+,Bundling,Bundling,35-44,Midwest,<$35K,10.2
2019,10242,cable tv,Paramount+,Recommendation,Device Availability,35-44,Midwest,<$35K,5.0
2019,11293,Newspaper,YouTube,Device Availability,,25-34,West,<$35K,7.22
2019,11181,print media,Hulu,Recommendation,,18-24,Northeast,>$150K,6.9
2019,10802,CABLE TV,Max,Content Selection,,18-24,Midwest,$75K-$150K,8.0
2019,11726,Broadcast TV,Peacock,Recommendation,,18-24,Northeast,$35K-$75K,6.0
2019,11560,Print,Disney+,Recommendation,Bundling,25-34,West,$35K-$75K,5.0
2019,11284,Satellite Radio,Apple TV+,Recommendation,,18-24,West,<$35K,4.2
2019,11877,print media,Apple TV+,Bundling,,18-24,South,<$35K,7.0
2019,10532,Cable,Disney+,Convenience,Device Availability,35-44,South,$75K-$150K,9.0
2019,10325,Cable,Max,Content Selection,Convenience,35-44,West,$75K-$150K,8.0
2019,11942,Broadcast,Netflix,Bundling,Bundling,55+,South,>$150K,8.0
2019,10660,print media,Apple TV+,Device Availability,,55+,Midwest,<$35K,5.57
2019,10417,newspaper,Disney+,Recommendation,Bundling,35-44,Midwest,>$150K,7.0
2019,10190,Broadcast TV,Apple TV+,Price,Recommendation,35-44,Midwest,<$35K,7.0
2019,10191,Newspaper,YouTube,Recommendation,,45-54,West,>$150K,8.36
2019,10052,broadcast tv,Paramount+,Device Availability,Price,25-34,Northeast,>$150K,6.0
2019,10023,Cable,Max,Bundling,,55+,South,$35K-$75K,7.0
2019,11287,Print,Max,Content Selection,,45-54,West,$35K-$75K,4.24
2019,11577,Broadcast,Amazon Prime Video,Content Selection,Device Availability,25-34,South,$75K-$150K,
2019,11215,Cable TV,Paramount+,Bundling,,25-34,West,>$150K,8.18
2019,10313,Cable,Peacock,Convenience,,45-54,West,<$35K,4.0
2019,10056,Print,Amazon Prime Video,Bundling,Content Selection,35-44,Midwest,$75K-$150K,7.0
2019,11265,Cable,Disney+,Recommendation,Content Selection,35-44,West,<$35K,7.0
2019,11449,broadcast tv,Max,Recommendation,,45-54,Northeast,$75K-$150K,9.0
2019,11113,Newspaper,Hulu,Convenience,,18-24,West,<$35K,6.31
2019,11885,Network TV,Netflix,Recommendation,,45-54,West,<$35K,6.0
2019,11991,Newspaper,Spotify,Convenience,,35-44,Midwest,<$35K,8.0
2019,10161,Network TV,Hulu,Content Selection,Device Availability,55+,Midwest,$35K-$75K,4.0
2019,10783,Broadcast TV,Hulu,Recommendation,,18-24,Midwest,$75K-$150K,7.0
2019,10051,Print,Spotify,Convenience,Convenience,45-54,Northeast,>$150K,6.0
2019,11520,Cable television,Amazon Prime Video,Content Selection,Price,25-34,South,>$150K,9.08
2019,11503,newspaper,Amazon Prime Video,Device Availability,,55+,West,<$35K,8.0
2019,10267,Satellite Radio,Peacock,Bundling,,18-24,Midwest,$75K-$150K,7.6
2019,10929,Print Media,Hulu,Recommendation,,25-34,Midwest,$75K-$150K,5.0
2019,11299,CABLE TV,Paramount+,Content Selection,,45-54,Midwest,$35K-$75K,5.0
2019,11592,Satellite radio,Max,Convenience,Content Selection,18-24,West,$35K-$75K,6.0
2019,10733,Cable,Netflix,Device Availability,Price,55+,Midwest,>$150K,9.0
2019,10382,Network TV,Paramount+,Bundling,Convenience,35-44,Midwest,>$150K,9.0
2019,10490,Cable television,Max,Recommendation,Bundling,18-24,West,$75K-$150K,10.0
2019,11336,broadcast tv,Max,Convenience,,45-54,Northeast,$35K-$75K,6.0
2019,11838,Print,Max,Bundling,,25-34,West,$35K-$75K,6.0
2019,10454,Cable television,Amazon Prime Video,Content Selection,,55+,Midwest,$35K-$75K,9.0
2019,10608,satellite radio,Amazon Prime Video,Recommendation,,35-44,Midwest,$75K-$150K,4.0
2019,10396,satellite radio,Spotify,Bundling,,25-34,West,>$150K,6.86
2019,11096,Newspaper,Max,Price,,35-44,West,$35K-$75K,5.32
2019,10502,SiriusXM,Peacock,Recommendation,Price,55+,South,$35K-$75K,5.0
2019,11487,Broadcast TV,Apple TV+,Bundling,Bundling,45-54,Northeast,$75K-$150K,
2019,11597,SiriusXM,Spotify,Bundling,,25-34,West,$75K-$150K,7.0
2019,11652,Cable,Max,Price,,25-34,West,>$150K,5.0
2019,11609,print media,Paramount+,Bundling,,55+,Midwest,$35K-$75K,
2019,10774,Newspaper,Spotify,Recommendation,,18-24,West,$75K-$150K,10.0
2019,10533,newspaper,Spotify,Device Availability,Recommendation,18-24,Midwest,>$150K,
2019,10563,Network TV,Peacock,Price,Convenience,55+,Northeast,$35K-$75K,4.0
2019,10169,Cable,Paramount+,Content Selection,Convenience,18-24,West,>$150K,7.0
2019,11914,Network TV,Max,Bundling,Price,25-34,South,$75K-$150K,
2019,10294,newspaper,Apple TV+,Device Availability,Device Availability,25-34,Midwest,>$150K,6.0
2019,10047,CABLE TV,Max,Recommendation,Content Selection,18-24,South,$75K-$150K,4.18
2019,11307,Network TV,Paramount+,Bundling,,35-44,South,$75K-$150K,5.0
2019,11186,Newspaper,Disney+,Recommendation,,18-24,Northeast,$75K-$150K,6.54
2019,11775,CABLE TV,Hulu,Device Availability,Recommendation,45-54,Northeast,$35K-$75K,
2019,10211,satellite radio,Spotify,Price,Bundling,55+,Northeast,<$35K,5.0
2019,10227,Cable,Amazon Prime Video,Content Selection,,45-54,South,<$35K,8.0
2019,10940,Print,Disney+,Bundling,Content Selection,25-34,South,>$150K,7.0
2019,11220,Print Media,Hulu,Content Selection,,45-54,Northeast,>$150K,8.0
2019,10251,SiriusXM,Hulu,Device Availability,,25-34,West,<$35K,9.0
2019,10219,Cable,Apple TV+,Bundling,,35-44,Midwest,$75K-$150K,8.0
2020,10581,cable tv,Max,Bundling,,18-24,South,<$35K,6.0
2020,10440,Print,Spotify,Price,,55+,Midwest,<$35K,1.0
2020,10209,Network TV,Max,Bundling,Price,18-24,Northeast,<$35K,4.0
2020,10810,Print,YouTube,Recommendation,,25-34,Northeast,>$150K,8.0
2020,10549,cable tv,Hulu,Content Selection,,35-44,West,>$150K,5.0
2020,11514,CABLE TV,Peacock,Price,Convenience,45-54,South,$75K-$150K,8.0
2020,11601,Satellite radio,YouTube,Convenience,,55+,South,$35K-$75K,4.92
2020,11336,Cable TV,Spotify,Bundling,,18-24,South,$75K-$150K,8.34
2020,10825,cable tv,Disney+,Recommendation,,25-34,South,$75K-$150K,
2020,10913,Newspaper,Hulu,Recommendation,Device Availability,25-34,West,<$35K,5.0
2020,11183,Print,Disney+,Bundling,,55+,Northeast,$35K-$75K,7.4
2020,10912,broadcast tv,Apple TV+,Recommendation,Price,55+,Midwest,>$150K,6.77
2020,10686,Newspaper,Hulu,Convenience,Convenience,18-24,West,$75K-$150K,8.0
2020,10004,SiriusXM,Paramount+,Price,,35-44,Midwest,<$35K,7.66
2020,11687,Cable television,Netflix,Price,,25-34,Midwest,$75K-$150K,8.0
2020,10366,Broadcast,Spotify,Content Selection,,25-34,Midwest,<$35K,7.0
2020,10134,broadcast tv,YouTube,Convenience,Price,35-44,Northeast,>$150K,
2020,11557,Newspaper,Netflix,Bundling,Bundling,55+,South,$35K-$75K,8.0
2020,10884,Cable television,Paramount+,Recommendation,,55+,West,$35K-$75K,8.0
2020,11378,Cable television,Paramount+,Convenience,Device Availability,55+,Midwest,<$35K,3.84
2020,10623,Cable,Disney+,Content Selection,,18-24,West,$75K-$150K,7.22
2020,10193,Cable,Max,Convenience,,45-54,Midwest,$35K-$75K,6.0
2020,11895,Newspaper,Netflix,Content Selection,,18-24,South,<$35K,8.34
2020,11765,Broadcast TV,YouTube,Recommendation,,35-44,South,>$150K,6.0
2020,10907,cable tv,Spotify,Convenience,Content Selection,35-44,Midwest,>$150K,7.0
2020,10701,cable tv,Spotify,Convenience,Convenience,45-54,Northeast,$35K-$75K,10.85
2020,11306,print media,Apple TV+,Convenience,,55+,Northeast,$35K-$75K,10.0
2020,11406,print media,Disney+,Device Availability,Price,25-34,Midwest,$35K-$75K,
2020,11103,Broadcast,Spotify,Content Selection,Price,25-34,South,$35K-$75K,6.0
2020,11684,Broadcast,Max,Price,,45-54,Midwest,>$150K,10.0
2020,10374,cable tv,Netflix,Price,Bundling,35-44,South,<$35K,
2020,10396,Broadcast,Paramount+,Content Selection,,25-34,West,$35K-$75K,6.0
2020,11594,cable tv,Disney+,Recommendation,Device Availability,55+,South,$35K-$75K,5.0
2020,10222,Print,Hulu,Bundling,Price,55+,West,$35K-$75K,6.0
2020,11562,Broadcast TV,Apple TV+,Convenience,,18-24,West,$75K-$150K,6.0
2020,10474,SiriusXM,Max,Content Selection,,18-24,Midwest,$35K-$75K,9.0
2020,10436,Broadcast TV,Max,Device Availability,,35-44,Midwest,>$150K,4.85
2020,10629,Broadcast TV,Hulu,Device Availability,,25-34,West,$35K-$75K,5.0
2020,11027,newspaper,YouTube,Bundling,Bundling,45-54,Northeast,<$35K,5.0
2020,10625,newspaper,Hulu,Price,,25-34,Midwest,>$150K,
2020,10655,SiriusXM,Paramount+,Bundling,,18-24,West,>$150K,4.17
2020,11569,Satellite Radio,Apple TV+,Price,Recommendation,18-24,West,$75K-$150K,5.0
2020,11086,Cable TV,Apple TV+,Recommendation,,35-44,South,$35K-$75K,9.0
2020,10966,SiriusXM,Apple TV+,Content Selection,,18-24,Midwest,$75K-$150K,4.6
2020,10210,Print,Hulu,Device Availability,Bundling,45-54,South,>$150K,5.0
2020,11402,broadcast tv,Paramount+,Convenience,,25-34,Midwest,<$35K,9.0
2020,10614,Satellite radio,Peacock,Bundling,,25-34,Northeast,<$35K,8.0
2020,11899,satellite radio,Disney+,Device Availability,Convenience,45-54,South,>$150K,10.0
2020,11248,CABLE TV,Hulu,Convenience,,45-54,Northeast,$35K-$75K,10.0
2020,10430,Cable television,Amazon Prime Video,Device Availability,,25-34,South,>$150K,
2020,11169,Cable TV,YouTube,Recommendation,,45-54,South,>$150K,6.0
2020,11376,Network TV,Max,Device Availability,,35-44,Midwest,>$150K,4.0
2020,10316,Broadcast,Apple TV+,Device Availability,Bundling,55+,South,<$35K,10.0
2020,10663,Network TV,Spotify,Convenience,Bundling,25-34,Midwest,$35K-$75K,
2020,10320,SiriusXM,YouTube,Recommendation,Content Selection,18-24,West,<$35K,7.0
2020,10393,Print,Apple TV+,Price,,35-44,Midwest,<$35K,6.0
2020,10811,print media,Paramount+,Convenience,,35-44,Midwest,$35K-$75K,5.0
2020,11609,print media,Spotify,Device Availability,,18-24,Northeast,$75K-$150K,
2020,10351,Cable television,Disney+,Device Availability,Bundling,25-34,South,<$35K,5.0
2020,11745,Cable TV,Hulu,Recommendation,,45-54,West,>$150K,6.48
2020,10323,Network TV,Max,Recommendation,Convenience,45-54,South,$35K-$75K,6.0
2020,11249,Cable television,Hulu,Bundling,Bundling,18-24,Northeast,$75K-$150K,6.89
2020,11356,broadcast tv,Netflix,Bundling,,18-24,South,$35K-$75K,7.0
2020,10321,broadcast tv,Hulu,Device Availability,,55+,Midwest,$35K-$75K,8.99
2020,10666,Cable television,Netflix,Bundling,Bundling,18-24,Midwest,$75K-$150K,5.0
2020,11959,Satellite radio,Hulu,Recommendation,Content Selection,55+,Midwest,>$150K,9.0
2020,11057,CABLE TV,Hulu,Convenience,Content Selection,25-34,West,$35K-$75K,5.82
2020,10970,Cable television,YouTube,Price,,18-24,Midwest,>$150K,6.91
2020,11338,Print Media,Peacock,Recommendation,Price,45-54,Northeast,>$150K,4.0
2020,11219,satellite radio,Paramount+,Convenience,,18-24,Northeast,$35K-$75K,8.0
2020,11615,broadcast tv,Netflix,Bundling,Convenience,45-54,South,$75K-$150K,6.29
2020,10853,Newspaper,Spotify,Bundling,,55+,Midwest,<$35K,7.0
2020,11596,Print,Amazon Prime Video,Recommendation,Device Availability,55+,Northeast,<$35K,6.36
2020,11487,satellite radio,Netflix,Content Selection,,35-44,South,>$150K,7.6
2020,10551,Cable,YouTube,Device Availability,Recommendation,55+,Midwest,$35K-$75K,5.0
2020,10468,Newspaper,Netflix,Recommendation,,45-54,Midwest,$35K-$75K,8.0
2020,11910,Network TV,Disney+,Device Availability,,18-24,Northeast,<$35K,5.0
2020,10538,CABLE TV,Apple TV+,Content Selection,,35-44,West,$75K-$150K,5.36
2020,11913,Cable,Hulu,Bundling,,25-34,South,<$35K,6.47
2020,11753,Cable television,Disney+,Price,,18-24,South,>$150K,5.0
2020,11708,CABLE TV,Amazon Prime Video,Content Selection,,18-24,Northeast,$35K-$75K,6.0
2020,10621,Print Media,Paramount+,Content Selection,,18-24,West,>$150K,
2020,10759,Cable,Apple TV+,Device Availability,,18-24,West,<$35K,8.0
2020,10296,Cable,Disney+,Bundling,,18-24,Northeast,<$35K,4.92
2020,10627,Print Media,Netflix,Content Selection,,25-34,Northeast,>$150K,
2020,10683,Cable television,YouTube,Price,,18-24,Northeast,<$35K,4.0
2020,11488,CABLE TV,Peacock,Recommendation,,25-34,West,$75K-$150K,4.0
2020,10724,Broadcast,Paramount+,Bundling,,25-34,South,$75K-$150K,6.0
2020,11698,Print Media,Netflix,Recommendation,,25-34,Northeast,>$150K,6.0
2020,11526,Newspaper,Disney+,Device Availability,Recommendation,45-54,West,>$150K,7.0
2020,10645,Network TV,Disney+,Device Availability,,25-34,South,$35K-$75K,5.0
2020,10921,newspaper,Apple TV+,Recommendation,,45-54,Midwest,$75K-$150K,7.0
2020,10630,Network TV,Netflix,Content Selection,Bundling,25-34,West,>$150K,8.0
2020,10871,SiriusXM,YouTube,Device Availability,Device Availability,55+,South,>$150K,4.0
2020,11153,Cable,Paramount+,Convenience,,55+,Northeast,<$35K,5.33
2020,10805,Cable TV,Apple TV+,Price,Convenience,25-34,South,$35K-$75K,7.0
2020,11561,Newspaper,Paramount+,Convenience,,35-44,Midwest,<$35K,7.42
2020,10854,print media,Peacock,Price,,55+,West,$35K-$75K,4.45
2020,10011,print media,Hulu,Device Availability,,45-54,Northeast,<$35K,6.0
2020,11925,Broadcast,Netflix,Bundling,,35-44,West,$35K-$75K,6.0
2020,10827,broadcast tv,Hulu,Convenience,Content Selection,55+,Midwest,>$150K,6.92
2020,10113,print media,Apple TV+,Convenience,,18-24,Midwest,>$150K,10.57
2020,11983,print media,Spotify,Convenience,,18-24,West,$75K-$150K,7.18
2020,10837,cable tv,Max,Recommendation,,35-44,Northeast,$75K-$150K,6.8
2020,11322,Satellite radio,YouTube,Price,,18-24,Midwest,>$150K,4.0
2020,11649,broadcast tv,Peacock,Convenience,Bundling,45-54,West,$75K-$150K,7.92
2020,10286,Cable TV,Paramount+,Device Availability,Device Availability,35-44,Northeast,<$35K,8.0
2020,11996,Cable TV,Disney+,Convenience,Bundling,25-34,Northeast,<$35K,7.0
2020,10935,Satellite radio,YouTube,Device Availability,,45-54,Midwest,<$35K,6.82
2020,11570,Cable TV,Disney+,Price,,18-24,Northeast,>$150K,
2020,10561,cable tv,Spotify,Content Selection,,25-34,West,$35K-$75K,6.0
2020,10039,Satellite Radio,Paramount+,Content Selection,,18-24,South,$35K-$75K,6.49
2020,11676,Cable TV,Amazon Prime Video,Content Selection,,25-34,South,>$150K,10.0
2020,11442,satellite radio,Amazon Prime Video,Recommendation,Convenience,25-34,Northeast,$75K-$150K,
2020,10414,Broadcast TV,YouTube,Recommendation,Device Availability,45-54,Northeast,<$35K,8.0
2020,10427,newspaper,Hulu,Bundling,Convenience,45-54,Midwest,>$150K,6.0
2020,11355,print media,YouTube,Content Selection,Convenience,45-54,West,>$150K,8.0
2020,11467,Newspaper,Paramount+,Recommendation,,25-34,West,>$150K,10.0
2020,10524,print media,Peacock,Convenience,Device Availability,25-34,South,$35K-$75K,5.66
2020,10603,broadcast tv,Apple TV+,Content Selection,Recommendation,25-34,Midwest,$75K-$150K,7.0
2020,11705,print media,Paramount+,Device Availability,Price,18-24,Midwest,>$150K,8.86
2020,10764,Network TV,Amazon Prime Video,Recommendation,,35-44,South,$75K-$150K,4.94
2020,10048,cable tv,Apple TV+,Device Availability,Device Availability,25-34,Midwest,>$150K,
2020,10659,Network TV,Amazon Prime Video,Content Selection,,25-34,Midwest,>$150K,7.0
2020,10875,Cable,Apple TV+,Device Availability,,25-34,South,$35K-$75K,5.0
2020,11619,CABLE TV,Hulu,Recommendation,,55+,Midwest,<$35K,5.0
2020,10783,Print,Paramount+,Recommendation,,35-44,South,$75K-$150K,6.43
2020,10667,Cable TV,Apple TV+,Convenience,,45-54,South,$75K-$150K,9.0
2020,11142,Cable,YouTube,Bundling,Device Availability,18-24,South,$75K-$150K,6.0
2020,11146,Print,Max,Convenience,Convenience,18-24,Northeast,>$150K,8.57
2020,11513,Satellite radio,YouTube,Recommendation,,18-24,Midwest,>$150K,8.0
2020,10408,Broadcast,YouTube,Content Selection,Price,18-24,Northeast,$75K-$150K,5.0
2020,11633,SiriusXM,Apple TV+,Recommendation,Bundling,18-24,Midwest,$75K-$150K,6.0
2020,10440,Print,Disney+,Recommendation,Price,25-34,South,<$35K,3.0
2020,11264,Print Media,Hulu,Recommendation,Price,45-54,West,<$35K,6.0
2020,11030,Broadcast,Spotify,Price,,45-54,South,<$35K,7.09
2020,10218,Satellite Radio,Netflix,Device Availability,,25-34,West,<$35K,
2020,10152,print media,Disney+,Bundling,Recommendation,45-54,Northeast,$75K-$150K,4.0
2020,10497,CABLE TV,Netflix,Content Selection,Recommendation,18-24,Midwest,<$35K,7.0
2020,10328,print media,Peacock,Content Selection,Price,55+,Midwest,$75K-$150K,4.78
2020,11480,satellite radio,Amazon Prime Video,Convenience,,45-54,Northeast,$75K-$150K,6.0
2020,10982,newspaper,Peacock,Content Selection,Price,45-54,Northeast,$35K-$75K,8.0
2020,11928,satellite radio,Apple TV+,Recommendation,Device Availability,25-34,Midwest,$35K-$75K,9.0
2020,11477,Cable,Apple TV+,Content Selection,,45-54,Midwest,>$150K,9.0
2020,11214,satellite radio,Amazon Prime Video,Price,,18-24,Northeast,<$35K,7.0
2020,10962,Print Media,Paramount+,Recommendation,,25-34,Northeast,<$35K,5.0
2020,11949,broadcast tv,Peacock,Device Availability,Price,18-24,Midwest,$35K-$75K,9.0
2020,11988,print media,Hulu,Device Availability,,18-24,West,$35K-$75K,8.0
2020,11938,satellite radio,Max,Price,,45-54,Northeast,$35K-$75K,7.0
2020,10094,Broadcast TV,Paramount+,Recommendation,,45-54,South,<$35K,
2020,11599,Print Media,Max,Device Availability,,35-44,Northeast,$75K-$150K,6.55
2020,11350,Satellite Radio,Netflix,Bundling,,45-54,West,$35K-$75K,6.16
2020,10798,Network TV,Spotify,Content Selection,Convenience,55+,South,$75K-$150K,4.0
2020,11408,Cable television,Apple TV+,Recommendation,,35-44,South,>$150K,5.97
2020,11965,Cable,Apple TV+,Convenience,,45-54,South,<$35K,5.0
2020,11861,print media,YouTube,Convenience,,25-34,South,$35K-$75K,8.0
2020,11446,newspaper,Netflix,Bundling,Price,35-44,South,$35K-$75K,5.0
2020,10997,broadcast tv,Apple TV+,Bundling,,55+,West,$35K-$75K,4.0
2020,10511,Cable television,Disney+,Device Availability,,25-34,Northeast,<$35K,5.0
2020,10573,satellite radio,Amazon Prime Video,Recommendation,Content Selection,55+,Northeast,$35K-$75K,7.25
2020,11242,Print,Hulu,Convenience,,18-24,West,$75K-$150K,6.87
2020,11200,satellite radio,Peacock,Convenience,Recommendation,55+,West,<$35K,5.0
2020,10768,Cable television,Peacock,Bundling,,45-54,Midwest,>$150K,2.0
2020,10121,Print,Paramount+,Convenience,,18-24,South,<$35K,4.0
2020,10207,cable tv,Spotify,Device Availability,,25-34,West,<$35K,
2020,10114,Cable TV,Spotify,Recommendation,Content Selection,45-54,Midwest,>$150K,7.51
2020,11309,CABLE TV,Paramount+,Content Selection,,35-44,South,<$35K,5.0
2020,10565,Cable,Hulu,Content Selection,,25-34,Northeast,>$150K,7.0
2020,11101,Cable,Amazon Prime Video,Convenience,,55+,West,$35K-$75K,4.0
2020,10756,Print,Hulu,Content Selection,Device Availability,55+,Northeast,>$150K,4.0
2020,10897,Print Media,Spotify,Price,Price,35-44,West,>$150K,
2020,11891,cable tv,Paramount+,Recommendation,,25-34,South,<$35K,7.56
2020,10582,satellite radio,Spotify,Convenience,,25-34,West,<$35K,6.92
2020,10227,Cable,Peacock,Price,Bundling,18-24,Northeast,$75K-$150K,6.59
2020,10275,Newspaper,Amazon Prime Video,Content Selection,,45-54,West,$35K-$75K,7.0
2020,11803,Satellite Radio,Disney+,Device Availability,Bundling,25-34,Northeast,>$150K,1.5
2020,11535,Print Media,Amazon Prime Video,Convenience,Recommendation,18-24,Midwest,>$150K,
2020,10151,satellite radio,Peacock,Recommendation,,25-34,South,>$150K,4.0
2020,10664,print media,Amazon Prime Video,Bundling,,45-54,Northeast,>$150K,5.0
2020,11587,Satellite radio,Netflix,Convenience,Convenience,45-54,Midwest,$75K-$150K,8.0
2020,11500,Network TV,Peacock,Device Availability,,55+,South,>$150K,5.0
2020,10847,newspaper,Spotify,Bundling,,35-44,Midwest,$75K-$150K,9.0
2020,11688,Broadcast,YouTube,Content Selection,Convenience,25-34,Midwest,>$150K,5.0
2020,10310,Satellite radio,YouTube,Content Selection,,35-44,South,$75K-$150K,6.0
2020,11789,Broadcast TV,Max,Device Availability,Bundling,35-44,South,>$150K,5.0
2020,10308,newspaper,Paramount+,Bundling,Convenience,55+,Northeast,$75K-$150K,8.0
2020,11207,cable tv,Paramount+,Recommendation,,55+,Midwest,>$150K,8.03
2020,10612,Network TV,YouTube,Price,,45-54,Midwest,<$35K,7.0
2020,11175,Cable TV,Max,Price,,35-44,South,<$35K,8.0
2020,10409,CABLE TV,Netflix,Price,Bundling,35-44,Midwest,>$150K,7.0
2020,11150,Print Media,Amazon Prime Video,Content Selection,Bundling,35-44,South,$35K-$75K,8.0
2020,10180,CABLE TV,Netflix,Content Selection,Device Availability,55+,Midwest,>$150K,7.76
2020,10502,Satellite radio,Amazon Prime Video,Convenience,Content Selection,35-44,West,>$150K,7.75
2020,10671,Newspaper,Paramount+,Recommendation,Recommendation,55+,West,<$35K,5.0
2020,11172,newspaper,Apple TV+,Convenience,Bundling,55+,West,>$150K,6.0
2020,11119,newspaper,Peacock,Content Selection,,25-34,South,$75K-$150K,6.0
2020,11353,Network TV,Netflix,Device Availability,,25-34,Northeast,>$150K,7.95
2020,10533,satellite radio,Peacock,Price,,45-54,West,<$35K,5.0
2020,11140,Cable,Disney+,Content Selection,,55+,South,<$35K,7.0
2021,11988,Print,Max,Convenience,Recommendation,45-54,West,<$35K,5.0
2021,11625,Newspaper,Hulu,Convenience,Convenience,55+,South,<$35K,5.82
2021,11375,Print Media,Netflix,Price,,55+,Midwest,<$35K,5.0
2021,11215,broadcast tv,Netflix,Bundling,,45-54,West,>$150K,7.32
2021,11960,newspaper,Spotify,Price,,25-34,West,$75K-$150K,5.77
2021,11696,Cable,Hulu,Bundling,Recommendation,25-34,Northeast,<$35K,5.0
2021,10394,CABLE TV,Amazon Prime Video,Recommendation,,25-34,West,$75K-$150K,8.04
2021,11474,Cable television,Hulu,Content Selection,,25-34,West,<$35K,
2021,11745,broadcast tv,YouTube,Device Availability,,45-54,Midwest,$75K-$150K,6.0
2021,10495,newspaper,Max,Bundling,,25-34,South,<$35K,5.62
2021,11125,Print Media,Paramount+,Device Availability,,18-24,Midwest,$75K-$150K,8.0
2021,10393,print media,Paramount+,Content Selection,,55+,Midwest,>$150K,7.0
2021,11093,Broadcast TV,Amazon Prime Video,Content Selection,,18-24,Midwest,<$35K,4.0
2021,11149,cable tv,Hulu,Convenience,Recommendation,45-54,South,>$150K,8.1
2021,11765,Cable,Apple TV+,Content Selection,,55+,West,<$35K,7.4
2021,10305,Broadcast TV,Disney+,Price,Content Selection,18-24,South,$75K-$150K,7.0
2021,10600,satellite radio,YouTube,Price,Convenience,35-44,Northeast,<$35K,
2021,10290,Cable,Disney+,Recommendation,,45-54,Northeast,$75K-$150K,7.0
2021,11758,broadcast tv,Disney+,Price,,35-44,South,<$35K,6.0
2021,10892,Broadcast,Paramount+,Recommendation,Bundling,35-44,Midwest,>$150K,7.0
2021,10570,Print Media,Apple TV+,Content Selection,Content Selection,25-34,Northeast,<$35K,10.0
2021,11783,Cable TV,Max,Convenience,,55+,South,>$150K,8.12
2021,10380,satellite radio,Amazon Prime Video,Recommendation,,35-44,South,>$150K,
2021,10469,Print Media,Peacock,Content Selection,,45-54,West,$75K-$150K,7.0
2021,10838,Newspaper,Apple TV+,Bundling,,25-34,Northeast,$35K-$75K,9.0
2021,10638,Cable,Amazon Prime Video,Bundling,,35-44,South,$35K-$75K,6.0
2021,10341,satellite radio,YouTube,Convenience,Price,45-54,South,$35K-$75K,8.0
2021,11066,Cable television,Spotify,Bundling,,55+,South,>$150K,9.0
2021,10136,CABLE TV,Spotify,Convenience,,45-54,Northeast,$75K-$150K,6.0
2021,10474,Network TV,Paramount+,Bundling,,35-44,South,>$150K,8.0
2021,11785,print media,YouTube,Convenience,Price,55+,South,<$35K,7.39
2021,10188,Cable TV,Max,Bundling,,55+,West,<$35K,10.0
2021,11271,Print Media,YouTube,Device Availability,Bundling,25-34,Midwest,<$35K,9.0
2021,10106,Cable,Netflix,Device Availability,Convenience,25-34,West,<$35K,4.0
2021,11172,print media,Max,Device Availability,Content Selection,45-54,South,$35K-$75K,5.0
2021,11340,Satellite Radio,Hulu,Content Selection,,18-24,South,<$35K,9.0
2021,11603,print media,Hulu,Recommendation,Bundling,55+,West,<$35K,4.0
2021,11606,Cable,Peacock,Content Selection,,35-44,Northeast,<$35K,7.09
2021,11953,Broadcast,Paramount+,Device Availability,Convenience,45-54,West,<$35K,7.9
2021,11775,SiriusXM,YouTube,Device Availability,,25-34,West,>$150K,4.0
2021,11928,Cable TV,Netflix,Recommendation,Bundling,35-44,Northeast,$75K-$150K,6.0
2021,11517,Print,Disney+,Price,,55+,Northeast,$35K-$75K,5.0
2021,10360,satellite radio,Hulu,Bundling,,35-44,South,$75K-$150K,
2021,10590,cable tv,Disney+,Device Availability,Recommendation,25-34,Midwest,$75K-$150K,6.0
2021,11122,Print Media,Hulu,Recommendation,Convenience,45-54,Northeast,<$35K,8.0
2021,10963,newspaper,YouTube,Price,Price,35-44,Midwest,$75K-$150K,6.61
2021,11929,Cable TV,Amazon Prime Video,Price,Bundling,55+,Northeast,$75K-$150K,9.0
2021,10866,Print Media,Peacock,Price,,35-44,Northeast,$35K-$75K,
2021,11832,newspaper,Netflix,Price,,18-24,West,$75K-$150K,6.0
2021,10343,print media,Hulu,Convenience,Device Availability,55+,Northeast,<$35K,7.0
2021,10483,CABLE TV,Amazon Prime Video,Recommendation,Bundling,35-44,South,>$150K,6.0
2021,10035,CABLE TV,Max,Convenience,Bundling,45-54,Midwest,$75K-$150K,7.0
2021,11654,Cable television,Max,Device Availability,,18-24,Northeast,>$150K,4.0
2021,11968,newspaper,Hulu,Device Availability,Device Availability,18-24,South,$35K-$75K,5.0
2021,10400,Satellite radio,Amazon Prime Video,Convenience,,55+,Northeast,$35K-$75K,
